subject_id,trial_index,task_type,current_difficulty,accuracy,response_time_ms,error_count,hints_used,completion_rate,consecutive_successes,consecutive_errors,target_action
SUBJ_NER_005,14,object_memory,1,1.0,1200,0,0,1.0,0,14,0
SUBJ_NER_005,15,reminiscence,1,1.0,1368,0,0,1.0,0,15,0
SUBJ_NER_005,16,memory_match,1,0.0,1432,1,2,1.0,0,16,0
SUBJ_NER_005,17,pattern_recognition,1,0.0,2553,1,2,1.0,0,17,0
SUBJ_NER_005,18,routine_recall,1,1.0,1089,0,0,1.0,0,18,0
SUBJ_NER_005,19,object_memory,1,1.0,1514,0,0,1.0,0,19,0
SUBJ_NER_005,20,reminiscence,1,0.0,1515,1,0,1.0,0,20,0
SUBJ_NER_005,21,memory_match,1,0.0,1893,1,1,1.0,0,21,0
SUBJ_NER_005,22,pattern_recognition,1,1.0,839,0,0,1.0,0,22,0
SUBJ_NER_005,23,routine_recall,1,0.0,1170,1,2,1.0,0,23,0
SUBJ_NER_005,24,object_memory,1,1.0,1388,0,0,1.0,0,24,0
SUBJ_NER_005,25,reminiscence,1,0.0,1515,3,0,1.0,0,25,0
SUBJ_NER_005,26,memory_match,1,0.0,1527,1,0,1.0,0,26,0
SUBJ_NER_005,27,pattern_recognition,1,0.0,1317,1,1,1.0,0,27,0
SUBJ_NER_005,28,routine_recall,1,0.0,1441,2,0,1.0,0,28,0
SUBJ_NER_005,29,object_memory,1,0.0,1741,2,1,1.0,0,29,0
SUBJ_NER_005,30,reminiscence,1,0.0,3107,1,0,1.0,0,30,0
SUBJ_NER_005,31,memory_match,1,1.0,905,0,0,1.0,0,31,0
SUBJ_NER_005,32,pattern_recognition,1,0.0,1267,1,0,1.0,0,32,0
SUBJ_NER_005,33,routine_recall,1,1.0,1154,0,0,1.0,0,33,0
SUBJ_NER_005,34,object_memory,1,1.0,1220,0,0,1.0,0,34,0
SUBJ_NER_005,35,reminiscence,1,0.0,2026,1,0,1.0,0,35,0
SUBJ_NER_005,36,memory_match,1,0.0,1184,2,0,1.0,0,36,0
SUBJ_NER_005,37,pattern_recognition,1,0.0,2379,1,0,1.0,0,37,0
SUBJ_NER_005,38,routine_recall,1,0.0,1455,2,0,1.0,0,38,0
SUBJ_NER_005,39,object_memory,1,1.0,1587,0,0,1.0,0,39,0
SUBJ_NER_005,40,reminiscence,1,1.0,1325,0,0,1.0,0,40,0
SUBJ_NER_005,41,memory_match,1,1.0,1417,0,0,1.0,0,41,0
SUBJ_NER_005,42,pattern_recognition,1,1.0,1142,0,0,1.0,0,42,0
SUBJ_NER_005,43,routine_recall,1,0.0,1818,1,0,1.0,0,43,0
SUBJ_NER_005,44,object_memory,1,1.0,1631,0,0,1.0,0,44,0
SUBJ_NER_005,45,reminiscence,1,1.0,1001,0,0,1.0,0,45,0
SUBJ_NER_005,46,memory_match,1,1.0,1020,0,0,1.0,0,46,0
SUBJ_NER_005,47,pattern_recognition,1,1.0,1290,0,0,1.0,0,47,0
SUBJ_NER_005,48,routine_recall,1,1.0,1318,0,0,1.0,0,48,0
SUBJ_NER_005,49,object_memory,1,0.0,1670,2,0,1.0,0,49,0
SUBJ_NER_005,50,reminiscence,1,0.0,1549,1,0,1.0,0,50,0
SUBJ_NER_005,51,memory_match,1,0.0,2334,1,1,1.0,0,51,0
SUBJ_NER_005,52,pattern_recognition,1,0.0,1239,2,0,1.0,0,52,0
SUBJ_NER_005,53,routine_recall,1,0.0,1328,3,0,1.0,0,53,0
SUBJ_NER_005,54,object_memory,1,0.0,1681,1,0,1.0,0,54,0
SUBJ_NER_005,55,reminiscence,1,0.0,1924,3,1,1.0,0,55,0
SUBJ_NER_005,56,memory_match,1,0.0,1251,2,1,1.0,0,56,0
SUBJ_NER_005,57,pattern_recognition,1,0.0,1388,1,0,1.0,0,57,0
SUBJ_NER_005,58,routine_recall,1,0.0,1706,3,0,0.8,0,58,0
SUBJ_NER_005,59,object_memory,1,0.0,1752,2,0,1.0,0,59,0
SUBJ_NER_005,60,reminiscence,1,1.0,1632,0,0,1.0,0,60,0
SUBJ_NER_006,1,memory_match,1,1.0,1687,0,0,1.0,1,0,1
SUBJ_NER_006,2,pattern_recognition,1,1.0,2347,0,0,1.0,2,0,2
SUBJ_NER_006,3,routine_recall,2,0.0,2507,1,1,1.0,0,1,0
SUBJ_NER_006,4,object_memory,1,0.0,4204,2,0,1.0,0,2,0
SUBJ_NER_006,5,reminiscence,1,0.0,2422,1,0,1.0,0,3,0
SUBJ_NER_006,6,memory_match,1,1.0,1933,0,0,1.0,0,4,0
SUBJ_NER_006,7,pattern_recognition,1,0.0,2650,2,2,1.0,0,5,0
SUBJ_NER_006,8,routine_recall,1,1.0,1901,0,0,1.0,0,6,0
SUBJ_NER_006,9,object_memory,1,0.0,2098,2,0,1.0,0,7,0
SUBJ_NER_006,10,reminiscence,1,0.0,2262,1,0,1.0,0,8,0
SUBJ_NER_006,11,memory_match,1,0.0,2337,3,0,1.0,0,9,0
SUBJ_NER_006,12,pattern_recognition,1,0.0,2590,2,0,1.0,0,10,0
SUBJ_NER_006,13,routine_recall,1,0.0,1908,2,0,1.0,0,11,0
SUBJ_NER_006,14,object_memory,1,0.0,1886,1,1,1.0,0,12,0
SUBJ_NER_006,15,reminiscence,1,0.0,2352,1,1,1.0,0,13,0
SUBJ_NER_006,16,memory_match,1,0.0,1833,1,1,1.0,0,14,0
SUBJ_NER_006,17,pattern_recognition,1,1.0,1927,0,0,1.0,0,15,0
SUBJ_NER_006,18,routine_recall,1,1.0,1511,0,0,1.0,0,16,0
SUBJ_NER_006,19,object_memory,1,0.0,3137,1,0,1.0,0,17,0
SUBJ_NER_006,20,reminiscence,1,1.0,2087,0,0,1.0,0,18,0
SUBJ_NER_006,21,memory_match,1,0.0,1773,1,0,1.0,0,19,0
SUBJ_NER_006,22,pattern_recognition,1,1.0,1667,0,0,1.0,0,20,0
SUBJ_NER_006,23,routine_recall,1,1.0,2323,0,0,1.0,0,21,0
SUBJ_NER_006,24,object_memory,1,0.0,1827,2,0,1.0,0,22,0
SUBJ_NER_006,25,reminiscence,1,1.0,2009,0,0,1.0,0,23,0
SUBJ_NER_006,26,memory_match,1,1.0,1423,0,0,1.0,0,24,0
SUBJ_NER_006,27,pattern_recognition,1,0.0,2879,1,0,1.0,0,25,0
SUBJ_NER_006,28,routine_recall,1,0.0,2149,3,1,1.0,0,26,0
SUBJ_NER_006,29,object_memory,1,1.0,1804,0,0,1.0,0,27,0
SUBJ_NER_006,30,reminiscence,1,0.0,2783,2,0,1.0,0,28,0
